taz,stop_id,direction,dist,stop_name,time
90035027003,8916,egress,0.354871738,Maple Ave and Opp 270 Maple Ave,7.09743476
90035027003,8917,access,0.367805409,Maple Ave and Opp Essex St,7.35610818
90035027003,8917,egress,0.367805409,Maple Ave and Opp Essex St,7.35610818
90035027003,8923,access,0.274176424,Washington St and Colonial St,5.48352848
90035027003,8923,egress,0.274176424,Washington St and Colonial St,5.48352848
90035027003,9524,access,0.543059231,Park St and Opp Zion St,10.86118462
90035027003,9524,egress,0.543059231,Park St and Opp Zion St,10.86118462
90035027003,9707,access,0.47363344,Jefferson St and 19 Jefferson St,9.4726688
90035027003,9707,egress,0.47363344,Jefferson St and 19 Jefferson St,9.4726688
90035027003,10482,access,0.85111997,Elm St and West St,17.0223994
90035027003,10482,egress,0.85111997,Elm St and West St,17.0223994
90035027003,10702,access,0.775142024,Capitol Ave and State Armory,15.50284048
90035027003,10702,egress,0.775142024,Capitol Ave and State Armory,15.50284048
90035027003,11090,access,0.991489079,Main St and Bushnell Plaza,19.82978158
90035027003,11090,egress,0.991489079,Main St and Bushnell Plaza,19.82978158
90035027003,12371,access,0.784239402,Capitol Ave and 19 Capitol Ave,15.68478804
90035027003,12371,egress,0.784239402,Capitol Ave and 19 Capitol Ave,15.68478804
90035027003,12383,access,0.989250648,CTFastrak and Sigourant St Lot,19.78501296
90035027003,12383,egress,0.989250648,CTFastrak and Sigourant St Lot,19.78501296
90035027003,12384,access,0.979931632,CT Fastrak and Sigourney Street Lot,19.59863264
90035027003,12384,egress,0.979931632,CT Fastrak and Sigourney Street Lot,19.59863264
90035027003,12513,access,0.409921467,Washington St and Park St,8.19842934
90035027003,12513,egress,0.409921467,Washington St and Park St,8.19842934
90035027003,12514,access,0.441756779,Washington St and Park St,8.83513558
90035027003,12514,egress,0.441756779,Washington St and Park St,8.83513558
90035027003,12530,access,0.61943796,Washington St and Russ St,12.3887592
90035027003,12530,egress,0.61943796,Washington St and Russ St,12.3887592
90035027003,12531,access,0.634244889,Washington St and Russ St,12.68489778
90035027003,12531,egress,0.634244889,Washington St and Russ St,12.68489778
90035027003,12650,access,0.995806768,Arch St and Opp Arch St Travern,19.91613536
90035027003,12650,egress,0.995806768,Arch St and Opp Arch St Travern,19.91613536
90035027003,12661,access,0.508357956,Washington St and Hartford Superior Court,10.16715912
90035027003,12661,egress,0.508357956,Washington St and Hartford Superior Court,10.16715912
90035027003,12662,access,0.525618618,Washington St and Hartford Adult Education Ctr,10.51237236
90035027003,12662,egress,0.525618618,Washington St and Hartford Adult Education Ctr,10.51237236
90035027003,12724,access,0.994277711,Jewell St and Trumbull St,19.88555422
90035027003,12724,egress,0.994277711,Jewell St and Trumbull St,19.88555422
90035027003,12290_merged_914570,access,0.998101271,CTFastrak and Park St Station,19.96202542
90035027003,12290_merged_914570,egress,0.998101271,CTFastrak and Park St Station,19.96202542
90035027003,12290_merged_914595,access,0.998101271,CTFastrak and Park St Station Platform A,19.96202542
90035027003,12290_merged_914595,egress,0.998101271,CTFastrak and Park St Station Platform A,19.96202542
90035027003,12291_merged_914569,access,0.959713681,CT Fastrak and Sigourney St Station,19.19427362
90035027003,12291_merged_914569,egress,0.959713681,CT Fastrak and Sigourney St Station,19.19427362
90035027003,12291_merged_914594,access,0.959713681,CT Fastrak and Sigourney St Station Platform A,19.19427362
90035027003,12291_merged_914594,egress,0.959713681,CT Fastrak and Sigourney St Station Platform A,19.19427362
90035027003,12295_merged_914561,access,0.964795916,CT Fastrak and Sigourney St Station,19.29591832
90035027003,12295_merged_914561,egress,0.964795916,CT Fastrak and Sigourney St Station,19.29591832
90035027003,12295_merged_914586,access,0.964795916,CT Fastrak and Sigourney St Station Platform B,19.29591832
90035027003,12295_merged_914586,egress,0.964795916,CT Fastrak and Sigourney St Station Platform B,19.29591832
90035028001,1,access,0.799313444,Main St and Travelers,15.98626888
90035028001,1,egress,0.799313444,Main St and Travelers,15.98626888
90035028001,2,access,0.565830303,Capitol Ave and Broad St,11.31660606
90035028001,2,egress,0.565830303,Capitol Ave and Broad St,11.31660606
90035028001,4,access,0.949054601,Market St and Constitution Plaza,18.98109202
90035028001,4,egress,0.949054601,Market St and Constitution Plaza,18.98109202
90035028001,10,access,0.556324205,Capitol Ave and Broad St,11.1264841
90035028001,10,egress,0.556324205,Capitol Ave and Broad St,11.1264841
90035028001,27,access,0.823744696,Main St and Pearl St,16.47489392
90035028001,27,egress,0.823744696,Main St and Pearl St,16.47489392
90035028001,33,access,0.873358516,Central Row and Travelers,17.46717032
90035028001,33,egress,0.873358516,Central Row and Travelers,17.46717032
90035028001,53,access,0.749939618,Main St and Gold St,14.99879236
90035028001,53,egress,0.749939618,Main St and Gold St,14.99879236
90035028001,58,access,0.871048803,Central Row and O S H,17.42097606
90035028001,58,egress,0.871048803,Central Row and O S H,17.42097606
90035028001,73,access,0.917221403,Sigourney St and Lincoln Culinary Institute,18.34442806
90035028001,73,egress,0.917221403,Sigourney St and Lincoln Culinary Institute,18.34442806
90035028001,97,access,0.972096828,Farmington Ave and Sigourney St,19.44193656
90035028001,97,egress,0.972096828,Farmington Ave and Sigourney St,19.44193656
90035028001,98,access,0.972188402,Farmington Ave and Sigourney St,19.44376804
90035028001,98,egress,0.972188402,Farmington Ave and Sigourney St,19.44376804
90035028001,118,access,0.531862065,Broad St and Capitol Ave,10.6372413
90035028001,118,egress,0.531862065,Broad St and Capitol Ave,10.6372413
90035028001,119,access,0.52631557,Broad St and Capitol Ave,10.5263114
90035028001,119,egress,0.52631557,Broad St and Capitol Ave,10.5263114
90035028001,120,access,0.238448481,Broad St and Park St,4.76896962
90035028001,120,egress,0.238448481,Broad St and Park St,4.76896962
90035028001,121,access,0.228780904,Broad St and Park St,4.57561808
90035028001,121,egress,0.228780904,Broad St and Park St,4.57561808
90035028001,123,access,0.761081179,Broad St and New Britain Ave,15.22162358
90035028001,123,egress,0.761081179,Broad St and New Britain Ave,15.22162358
90035028001,128,access,0.564089701,Charter Oak Ave and S Prospect St,11.28179402
90035028001,128,egress,0.564089701,Charter Oak Ave and S Prospect St,11.28179402
90035028001,163,access,0.22846667,Park St and Broad St,4.5693334
90035028001,163,egress,0.22846667,Park St and Broad St,4.5693334
90035028001,164,access,0.237968855,Park St and Broad St,4.7593771
90035028001,164,egress,0.237968855,Park St and Broad St,4.7593771
90035028001,188,access,0.402661174,Main St and Park St,8.05322348
90035028001,188,egress,0.402661174,Main St and Park St,8.05322348
90035028001,231,access,0.298224677,Retreat Ave and 99 Retreat Ave,5.96449354
90035028001,231,egress,0.298224677,Retreat Ave and 99 Retreat Ave,5.96449354
90035028001,232,access,0.312477563,Retreat Ave and 100 Retreat Ave,6.24955126
90035028001,232,egress,0.312477563,Retreat Ave and 100 Retreat Ave,6.24955126
90035028001,238,access,0.068744704,Jefferson St and Washington St,1.37489408
90035028001,238,egress,0.068744704,Jefferson St and Washington St,1.37489408
90035028001,288,access,0.716573565,Gold St and Lewis St,14.3314713
90035028001,288,egress,0.716573565,Gold St and Lewis St,14.3314713
90035028001,301,access,0.844643028,Farmington Ave and Broad St,16.89286056
90035028001,301,egress,0.844643028,Farmington Ave and Broad St,16.89286056
90035028001,466,access,0.951222749,Cogswell St and Hartford Ins,19.02445498
90035028001,466,egress,0.951222749,Cogswell St and Hartford Ins,19.02445498
90035028001,469,access,0.403356808,Broad St and Russ St,8.06713616
90035028001,469,egress,0.403356808,Broad St and Russ St,8.06713616
90035028001,470,access,0.298013884,Broad St and Grand St,5.96027768
90035028001,470,egress,0.298013884,Broad St and Grand St,5.96027768
90035028001,471,access,0.195360656,Broad St and Ward St,3.90721312
90035028001,471,egress,0.195360656,Broad St and Ward St,3.90721312
